id,משרד,תאריך,כותרת,תקציר,סוג מקור,נושאים,רמת כיסוי,URL
act-publications-sec-39-04042024_6,sec-39,2024-04-04,תיקון רישיון פרטנר פתרונות תקשורת נייחים (מספר 37),פרסום רשמי של משרד התקשורת באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/04042024_6
act-publications-sec-39-04072024_1,sec-39,2024-04-03,אמות מידה לקביעת יחס חלוקת תשלומים למימון הפקות מקומיות קנויות מסוגה עילית / מורכבת – החלטה,פרסום רשמי של משרד התקשורת באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/04072024_1
act-publications-sec-5-inst-06-2024,sec-5,2024-04-03,הוראת ביצוע מס הכנסה מספר 06/2024 - נוהל לקבלת כספי מסים בשל רווח ממימוש אמצעי תשלום מבוזר,פרסום רשמי של רשות המסים בישראל באתר gov.il (הוראות ביצוע). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/inst-06-2024
act-publications-sec-68-essential_projects,sec-68,2024-04-02,הקצאות היתרים להעסקת עובדים זרים בענף מיזמי תשתית חיוניים,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,infrastructure,direct,https://www.gov.il/he/departments/policies/essential_projects
act-publications-sec-7-0023010,sec-7,2024-04-01,הוראת שעה לנוהל 02-3010 - קידום קצינים,פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/0023010
act-publications-sec-7-023010,sec-7,2024-04-01,הוראת שעה לנוהל 02-3010 - קידום קצינים,פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/023010
act-publications-sec-39-31032024_1,sec-39,2024-03-31,הודעה על דחיית מועד תשלום אגרה בעד רישיון ובעד הקצאת תדרים חדשים לתחנות החד-מגמיות (סימפלקס) ולעסקי ממסרים – כיתות כוננות – עדכון מספר 2,פרסום רשמי של משרד התקשורת באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/31032024_1
act-publications-sec-5-tax-report-station-2023,sec-5,2024-03-31,עמדות החייבות בדיווח שנת 2023,פרסום רשמי של רשות המסים בישראל באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/tax-report-station-2023
act-publications-sec-29-kesher-im-shadlanim,sec-29,2024-03-28,קשר של עובדי משרד עם שדלנים,פרסום רשמי של משרד הבינוי והשיכון באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/kesher-im-shadlanim
act-publications-sec-68-foreign_workers_construction_industry,sec-68,2024-03-28,דף מידע לחברות בעלות היתר קבלן כוח אדם להעסקת עובדים זרים בענף הבניין,פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (מידע למעסיקים). התוכן המלא בקישור המקור.,government_page,workforce,direct,https://www.gov.il/he/departments/policies/foreign_workers_construction_industry
act-publications-sec-68-notice_assignment_building_corporations_,sec-68,2024-03-28,הודעה בעניין הקצאת עובדים זרים לתאגידי הבניין,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/notice_assignment_building_corporations_
act-publications-sec-7-news31324,sec-7,2024-03-28,הוראת שעה: צמצום פעילויות שגרה בעת מלחמה - הארכה מס' 12,פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,emergency; regulation,direct,https://www.gov.il/he/departments/policies/news31324
act-publications-sec-37-nohal-tourist-sites-2024-2025,sec-37,2024-03-27,נוהל תקצוב הנגשה לאתרי תיירות לשנים 2024-2025,פרסום רשמי של משרד התיירות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/nohal-tourist-sites-2024-2025
act-publications-sec-39-26032024_2,sec-39,2024-03-26,"צווים ונהלי אכיפה - קמ""ט (קצין מטה) תקשורת ודואר איו""ש",פרסום רשמי של משרד התקשורת באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/26032024_2
act-publications-sec-5-procedures-260324-1,sec-5,2024-03-26,הבהרה בנושא מעבר מסלול לאחר הגשת תביעות במתווי חרבות ברזל,פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/procedures-260324-1
act-publications-sec-5-procedures-260324-2,sec-5,2024-03-26,הבהרה בנוגע לזכאות יישובי ספר להגשת תביעות לנזק עקיף,פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/procedures-260324-2
act-publications-sec-5-inst-05-2024,sec-5,2024-03-25,הוראת ביצוע מס הכנסה מספר 05/2024 - ניתוב שלב א ושינויים בשידור דוחות ושומות יחידים וחברות לשנת המס 2023,פרסום רשמי של רשות המסים בישראל באתר gov.il (הוראות ביצוע). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/inst-05-2024
act-publications-economy-economy-dgi-instructions-02-15,economy,2024-03-24,"הוראת מנכ""ל 2.15 - הצבעות דיגיטליות באגודות שיתופיות",פרסום רשמי של משרד הכלכלה והתעשייה באתר gov.il (נהלים רגולטוריים). התוכן המלא בקישור המקור.,government_page,digital,direct,https://www.gov.il/he/departments/policies/economy-dgi-instructions-02-15
act-publications-economy-economy-dgi-instructions-04-72,economy,2024-03-21,"הוראת מנכ""ל 4.72 - תכנית ירושלם לתמיכה בכלכלה מעגלית","פרסום רשמי של משרד הכלכלה והתעשייה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,grants,direct,https://www.gov.il/he/departments/policies/economy-dgi-instructions-04-72
act-publications-sec-5-procedures-210324,sec-5,2024-03-21,זיכוי בגין תרומה בשווה כסף (נכס הון),פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/procedures-210324
act-publications-sec-7-25032024,sec-7,2024-03-21,הוראת שעה לפקודת נציבות 01.16.00 - השימוש ברכב השירות,פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/25032024
act-publications-sec-7-information_law_2023,sec-7,2024-03-21,דין וחשבון שנתי של כבאות והצלה לישראל על פי חוק חופש המידע לשנת 2023,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/information_law_2023
act-publications-sec-29-shimuey-betichut-19032024,sec-29,2024-03-20,רשם הקבלנים – הוראת ביצוע בדבר שימועי בטיחות,פרסום רשמי של משרד הבינוי והשיכון באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/shimuey-betichut-19032024
act-publications-sec-39-20032024,sec-39,2024-03-20,"הוראת מינהל לשימוש בציוד תקשורת ביתי ברשתות נייחות ציוד ONT, מתאם שיחות וציוד DOCSIS",פרסום רשמי של משרד התקשורת באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/20032024
act-publications-sec-39-20032024_1,sec-39,2024-03-20,"החלטה - תיקון הרישיון הכללי של חברת דואר ישראל בע""מ למתן שירותי דואר, שירותים כספיים מטעם החברה הבת ושירותים אחרים",פרסום רשמי של משרד התקשורת באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/20032024_1
act-publications-economy-dumping-inquiry-cannabis,economy,2024-03-19,"חקירת יבוא בהיצף של קנאביס מקנדה, לפי חוק היטלי סחר ואמצעי הגנה, התשנ""א-1991",פרסום רשמי של משרד הכלכלה והתעשייה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dumping-inquiry-cannabis
act-publications-sec-39-12112024,sec-39,2024-03-19,"הוראת מינהל - שימוש בציוד תקשורת ביתי ברשתות נייחות ציוד ONT, מתאם שיחות וציוד DOCSIS",פרסום רשמי של משרד התקשורת באתר gov.il (נהלים רגולטוריים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/12112024
act-publications-sec-39-19032024_1,sec-39,2024-03-19,"סיווג ציוד תקשורת ביתי ברשתות נייחות: ציוד ONT, מתאם שיחות וציוד DOCSIS - החלטה",פרסום רשמי של משרד התקשורת באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/19032024_1
act-publications-sec-68-notice_assignment_building_corporations,sec-68,2024-03-19,הודעה בעניין הקצאת עובדים זרים לתאגידי הבניין,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/notice_assignment_building_corporations
act-publications-sec-68-payments_foreign_workers_private_recruitment_procedures,sec-68,2024-03-19,תשלומים מעובדים זרים שהובאו לישראל בהליכי גיוס פרטיים בקשר לתיווך עבודה,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/payments_foreign_workers_private_recruitment_procedures
act-publications-sec-37-hozer-mankal-022024,sec-37,2024-03-18,"חוזר מנכ""ל 02/2024: פיתוח תשתיות תיירותיות ציבוריות","פרסום רשמי של משרד התיירות באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,regulation,direct,https://www.gov.il/he/departments/policies/hozer-mankal-022024
act-publications-sec-68-experimental_procedure_reception_hotel,sec-68,2024-03-18,"הליך ניסיוני להתרת קליטת עובדי מלונאות זרים שאינם רשומים כעובדים פעילים של בית מלון אחר, במקום עובדים זרים שדווח על הפסקת עבודתם בבית המלון הקולט אך אשר טרם נרשמו כמועסקים במלון חדש","פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/experimental_procedure_reception_hotel
act-publications-sec-7-19032024,sec-7,2024-03-18,הוראת שעה לפקנץ 04.63.00 - מות אסיר - חקירה ודיווח,פרסום רשמי של שירות בתי הסוהר באתר gov.il (פקודות והוראות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/19032024
act-publications-sec-23-molsa-social-regulations,sec-23,2024-03-17,תקנון עבודה סוציאלית,פרסום רשמי של משרד הרווחה והביטחון החברתי באתר gov.il (תקנון עבודה סוציאלית). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/molsa-social-regulations
act-publications-sec-39-17032024_1,sec-39,2024-03-17,"מינוי חברת ועדה מייעצת לפרישה אוניברסלית בהתאם לתקנות התקשורת (בזק ושידורים) (ועדה מייעצת), התשע""א – 2011",פרסום רשמי של משרד התקשורת באתר gov.il (פקודות והוראות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/17032024_1
act-publications-sec-7-04000000,sec-7,2024-03-17,"הוראת שעה לפקודת נציבות 04.40.00 - ""חופשות אסירים"" (חופשה מיוחדת לאסיר בתקופת המצב הביטחוני המיוחד) (""חרבות ברזל"")",פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/04000000
act-publications-sec-39-14032024_1,sec-39,2024-03-14,נוהל טיפול בתלונת בעל רישיון על בעל רישיון אחר בנושאים שאסדרתם היא בסמכות המשרד,פרסום רשמי של משרד התקשורת באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/14032024_1
act-publications-sec-5-regulation_cmisa_7,sec-5,2024-03-14,"נוהל קדימות גוף מממן על הערת אזהרה לטובת משרד הבינוי – מימון לרכישת דירה במסגרת תכניות ""דירה בהנחה""","פרסום רשמי של רשות שוק ההון, ביטוח וחיסכון באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.",government_page,regulation,direct,https://www.gov.il/he/departments/policies/regulation_cmisa_7
act-publications-sec-68-extending_validity_licenses_agriculture,sec-68,2024-03-14,הארכת תוקף רישיונות העסקה של העובדים הזרים לענף החקלאות,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/extending_validity_licenses_agriculture
act-publications-sec-7-17032024,sec-7,2024-03-14,הוראת שעה: צמצום פעילויות שגרה בעת מלחמה - הארכה מס' 11,פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,emergency; regulation,direct,https://www.gov.il/he/departments/policies/17032024
act-publications-environment-noise-nuisance,environment,2024-03-13,מדיניות המשרד להגנת הסביבה בדבר הגנת הציבור מפני מטרדי רעש,פרסום רשמי של המשרד להגנת הסביבה באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/noise-nuisance
act-publications-sec-5-regulation_cmisa_10,sec-5,2024-03-13,"נוהל קדימות גוף מממן על הערת אזהרה לטובת משרד הבינוי – מימון לרכישת דירה במסגרת תכניות ""דירה בהנחה""","פרסום רשמי של רשות שוק ההון, ביטוח וחיסכון באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.",government_page,regulation,direct,https://www.gov.il/he/departments/policies/regulation_cmisa_10
act-publications-sec-68-permits_opening_jordanian_eilat_2024,sec-68,2024-03-13,פתיחת אפשרות להגשת בקשות להעסקת עובדים ירדנים באזור אילת לשנת 2024,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/permits_opening_jordanian_eilat_2024
act-publications-sec-6-recommendation-work-procedure,sec-6,2024-03-12,המלצה לנוהל עבודה במערכת ניהול ועדה מורשה להיתר,פרסום רשמי של מינהל התכנון באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/recommendation-work-procedure
act-publications-sec-36-outside-workshop,sec-36,2024-03-11,הנחיות ותנאים לעניין מתן אישור האגף להכשרה מקצועית לשימוש בסדנה לימודית מחוץ לשטח בית הספר,פרסום רשמי של משרד העבודה באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation; workforce,direct,https://www.gov.il/he/departments/policies/outside-workshop
act-publications-sec-39-11032024,sec-39,2024-03-11,"תקנות התקשורת (בזק ושידורים) (היתר כללי למתן שירותי בזק) (תיקון מס' 3), התשפ""ד-2024",פרסום רשמי של משרד התקשורת באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/11032024
act-publications-sec-5-inst-1-2024,sec-5,2024-03-11,הוראת ביצוע 1/2024 החוק לצמצום השימוש במזומן – הליך הטלת עיצום כספי על עוסק,פרסום רשמי של רשות המסים בישראל באתר gov.il (הוראות ביצוע). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/inst-1-2024
act-publications-sec-7-aid_mission_procedure,sec-7,2024-03-10,"נוהל הוצאת משלחת סיוע לחו""ל",פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/aid_mission_procedure
act-publications-sec-7-emergency_work_procedure,sec-7,2024-03-10,נוהל עבודה בחירום,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,emergency; regulation,direct,https://www.gov.il/he/departments/policies/emergency_work_procedure
act-publications-sec-7-religious_guidelines_procedure,sec-7,2024-03-10,נוהל הנחיות דת לעובדי כבאות והצלה לישראל,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/religious_guidelines_procedure
act-publications-sec-7-resilience_procedure,sec-7,2024-03-10,"נוהל פנייה ישירה של עובד לייעוץ, הכוונה וטיפול נפשי (חוסן)",פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,emergency; regulation,direct,https://www.gov.il/he/departments/policies/resilience_procedure
act-publications-sec-39-07032024_1,sec-39,2024-03-07,"תיקון רישיון פלאפון תקשורת בע""מ (מספר 140)",פרסום רשמי של משרד התקשורת באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/07032024_1
act-publications-sec-68-opening_extension_hotel_permits,sec-68,2024-03-07,פתיחת אפשרות להגשת בקשות להארכת ההיתרים לצורך העסקת עובדים זרים בענף המלונאות,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,regulation,direct,https://www.gov.il/he/departments/policies/opening_extension_hotel_permits
act-publications-sec-68-serious_warning_regarding_employmen_foreign_agricultural,sec-68,2024-03-06,אזהרה חמורה בעניין העסקת עובדי חקלאות זרים במקומות מסוכנים ואסורים,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/serious_warning_regarding_employmen_foreign_agricultural
act-publications-sec-7-discount_committee_procedure,sec-7,2024-03-05,נוהל ועדת הנחות,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/discount_committee_procedure
act-publications-sec-68-hiring_foreign_workers_industry_mar24,sec-68,2024-03-04,הבאת עובדים זרים בענף התעשייה – עדכון נוסף,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/hiring_foreign_workers_industry_mar24
act-publications-sec-6-work_procedures_vatmal,sec-6,2024-03-03,"ותמ""ל - סדרי עבודה 2025",פרסום רשמי של מינהל התכנון באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/work_procedures_vatmal
act-publications-sec-7-safety_instruction_1_1,sec-7,2024-03-03,"הוראת בטיחות 1.1 - תחולה, תוקף ועדיפות",פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_1_1
act-publications-sec-7-safety_instruction_1_3,sec-7,2024-03-03,"הוראת בטיחות 1.3 - מונחים, הגדרות ומושגי יסוד",פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_1_3
act-publications-sec-7-safety_instruction_1_4,sec-7,2024-03-03,הוראת בטיחות 1.4 - ממלאי תפקיד בתחום הבטיחות ואחריותם,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_1_4
act-publications-sec-7-safety_instruction_1_5,sec-7,2024-03-03,הוראת בטיחות 1.5 - פעולות מחייבות לאחר אירוע בטיחות,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_1_5
act-publications-sec-7-safety_instruction_2_1,sec-7,2024-03-03,הוראת בטיחות 2.1 - פעילות בטיחות מחייבת בשגרת הפעילות,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_2_1
act-publications-sec-7-safety_instruction_2_2,sec-7,2024-03-03,הוראת בטיחות 2.2 - ניהול הסיכונים בבטיחות,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_2_2
act-publications-sec-7-safety_instruction_2_3,sec-7,2024-03-03,הוראת בטיחות 2.3 - איתור מפגעים,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_2_3
act-publications-sec-7-safety_instruction_2_4,sec-7,2024-03-03,הוראת בטיחות 2.4 - ועדת בטיחות,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_2_4
act-publications-sec-7-safety_instruction_4_1,sec-7,2024-03-03,הוראת בטיחות 4.1 - בעלי תפקידים ואחריותם בבטיחות בדרכים,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_4_1
act-publications-sec-7-safety_instruction_4_2,sec-7,2024-03-03,הוראת בטיחות 4.2 - קליטה והכשרת נהג,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_4_2
act-publications-sec-7-safety_instruction_4_3,sec-7,2024-03-03,הוראת בטיחות 4.3 - קליטה ואופן השימוש ברכב כבאות והצלה,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_4_3
act-publications-sec-7-safety_instruction_6_1,sec-7,2024-03-03,הוראת בטיחות 6.1 - אחריות בעלי תפקידים בבטיחות באימונים,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_6_1
act-publications-sec-7-safety_instruction_6_2,sec-7,2024-03-03,הוראת בטיחות 6.2 - פעולות מקדימות לקראת תרגיל ואימון,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_6_2
act-publications-sec-7-safety_instruction_6_3,sec-7,2024-03-03,הוראת בטיחות 6.3 - תיק אתר,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/safety_instruction_6_3
act-publications-economy-guatemala-israel-fta,economy,2024-03-01,הסכם אזור סחר חופשי בין ישראל והרפובליקה של גואטמלה,פרסום רשמי של משרד הכלכלה והתעשייה באתר gov.il (הסכמים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/guatemala-israel-fta
act-publications-sec-5-inst-02-2023,sec-5,2024-02-29,הוראת ביצוע מעודכנת חוק סיוע כלכלי,פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/inst-02-2023
act-publications-sec-5-inst-03-2023-2,sec-5,2024-02-29,הוראת ביצוע תקנות הוראת שעה חרבות ברזל מתוקנת,פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/inst-03-2023-2
act-publications-sec-7-03032024,sec-7,2024-02-29,הוראת שעה: צמצום פעילויות שגרה בעת מלחמה - הארכה מס' 10,פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,emergency; regulation,direct,https://www.gov.il/he/departments/policies/03032024
act-publications-sec-7-news250224,sec-7,2024-02-25,הוראת שעה לפקודת נציבות 04.54.01 - איתור מצוקה ומניעת אובדנות - מעקב והשגחה - הארכה מס' 1,פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/news250224
act-publications-sec-68-hiring_foreign_workers_industry_feb24,sec-68,2024-02-22,העסקת עובדים זרים בענף התעשייה,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/hiring_foreign_workers_industry_feb24
act-publications-sec-6-runoff-vatmal,sec-6,2024-02-20,"נספח ניהול מי נגר בתכניות ותמ""ל",פרסום רשמי של מינהל התכנון באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/runoff-vatmal
act-publications-sec-5-guidance_superior_04022024,sec-5,2024-02-19,הנחיית הממונה על השכר מיום 4.2.24 עדכון הנחיות בעניין מקדמות לתשלום בגין הגבלות פיקוד העורף במצב החירום ובעניין עבודה מרחוק,פרסום רשמי של משרד האוצר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,emergency,direct,https://www.gov.il/he/departments/policies/guidance_superior_04022024
act-publications-sec-5-procedures-100823-1,sec-5,2024-02-19,קריטריונים להחלטות הוועדה להחזר מסים עקיפים – אוגוסט 2023,פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/procedures-100823-1
act-publications-sec-39-05022024,sec-39,2024-02-18,"אכיפה מנהלית - נוהל התראה מינהלית לפי חוק הדואר - התשמ""ו 1986 (חלף עיצום כספי)",פרסום רשמי של משרד התקשורת באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/05022024
act-publications-sec-7-news19022024,sec-7,2024-02-18,הוראת שעה: צמצום פעילויות שגרה בעת מלחמה - הארכה מס' 9,פרסום רשמי של שירות בתי הסוהר באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,emergency; regulation,direct,https://www.gov.il/he/departments/policies/news19022024
act-publications-sec-33-nohal-tahanat-hesger-susim,sec-33,2024-02-15,נוהל להפעלת תחנת הסגר פרטית לסוסים,פרסום רשמי של משרד החקלאות וביטחון המזון באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/nohal-tahanat-hesger-susim
